10.876055,11.271995,0.39594,1
11.280274,11.692349,0.412075,2
11.700452,12.109503,0.409051,3
12.117214,12.533321,0.416107,4
12.541075,12.967248,0.426173,5
12.541075,12.967461,0.426386,6
12.975257,13.414216,0.438959,7
13.422056,13.86652,0.444464,8
13.422056,13.866738,0.444682,9
13.874473,14.325218,0.450745,10
13.874473,14.325439,0.450966,11
14.333235,14.785906,0.452671,12
14.333235,14.786126,0.452891,13
14.793891,15.247024,0.453133,14
14.793891,15.247315,0.453424,15
15.255724,15.707838,0.452114,16
15.255724,15.70809,0.452366,17
15.716213,16.148266,0.432053,18
15.716213,16.14849,0.432277,19
16.156671,16.582093,0.425422,20
16.156671,16.582416,0.425745,21
16.590619,17.0143,0.423681,22
16.590619,17.014526,0.423907,23
17.022703,17.433213,0.41051,24
17.022703,17.433449,0.410746,25
17.441598,17.862707,0.421109,26
17.441598,17.862934,0.421336,27
17.87057,18.286809,0.416239,28
17.87057,18.287065,0.416495,29
18.295015,18.704194,0.409179,30
18.295015,18.704467,0.409452,31
18.712398,19.122138,0.40974,32
18.712398,19.122394,0.409996,33
19.130165,19.538866,0.408701,34
19.130165,19.539092,0.408927,35
19.54686,19.945902,0.399042,36
19.953762,20.350445,0.396683,37
20.358284,20.747544,0.38926,38
20.755628,21.14607,0.390442,39
21.154278,21.545942,0.391664,40
21.554608,21.941776,0.387168,41
21.949966,22.343189,0.393223,42
22.351352,22.748705,0.397353,43
22.756922,23.159249,0.402327,44
23.167236,23.587264,0.420028,45
23.167236,23.587517,0.420281,46
23.595296,24.011214,0.415918,47
23.595296,24.011461,0.416165,48
24.019208,24.436553,0.417345,49
24.019208,24.436807,0.417599,50
24.019208,24.436943,0.417735,51
24.444797,24.860904,0.416107,52
24.444797,24.861141,0.416344,53
24.444797,24.861272,0.416475,54
24.869456,25.282132,0.412676,55
24.869456,25.282372,0.412916,56
25.290181,25.703467,0.413286,57
25.290181,25.703734,0.413553,58
25.290181,25.703878,0.413697,59
25.712095,26.125598,0.413503,60
25.712095,26.125836,0.413741,61
26.133568,26.537177,0.403609,62
26.133568,26.53742,0.403852,63
26.133568,26.537573,0.404005,64
26.545378,26.947295,0.401917,65
26.545378,26.947521,0.402143,66
26.545378,26.947671,0.402293,67
26.545378,26.947817,0.402439,68
26.955587,27.359285,0.403698,69
26.955587,27.359507,0.40392,70
26.955587,27.359654,0.404067,71
27.367434,27.778679,0.411245,72
27.367434,27.778969,0.411535,73
27.367434,27.779137,0.411703,74
27.787334,28.173242,0.385908,75
